ZIP code,County,Year,Age Group,Number of Visits,County Fips code,Age-adjusted rate
"93722
(36.80433624600005, -119.87337597499999)",FRESNO,2009,Adults (18+),256,6019,53.29938325
"93723
(36.796428336000076, -119.93449716799995)",FRESNO,2009,All Ages,31,6019,42.1509505
"93723
(36.796428336000076, -119.93449716799995)",FRESNO,2009,Children (0-17),14,6019,80.17264349
"93723
(36.796428336000076, -119.93449716799995)",FRESNO,2009,Adults (18+),17,6019,28.94871214
"93725
(36.67984749300007, -119.74189610899998)",FRESNO,2009,All Ages,188,6019,74.61657979
"93725
(36.67984749300007, -119.74189610899998)",FRESNO,2009,Children (0-17),89,6019,114.249946
"93725
(36.67984749300007, -119.74189610899998)",FRESNO,2009,Adults (18+),99,6019,60.85472172
"93726
(36.79348676700005, -119.76323877599998)",FRESNO,2009,All Ages,372,6019,90.80233546
"93726
(36.79348676700005, -119.76323877599998)",FRESNO,2009,Children (0-17),175,6019,149.4561622
"93726
(36.79348676700005, -119.76323877599998)",FRESNO,2009,Adults (18+),197,6019,70.43602
"93727
(36.74864631000003, -119.70352970999994)",FRESNO,2009,All Ages,479,6019,67.97000806
"93727
(36.74864631000003, -119.70352970999994)",FRESNO,2009,Children (0-17),245,6019,113.5785328
"93727
(36.74864631000003, -119.70352970999994)",FRESNO,2009,Adults (18+),234,6019,52.13340104
"93728
(36.758309602000054, -119.81416658599994)",FRESNO,2009,All Ages,152,6019,84.30270131
"93728
(36.758309602000054, -119.81416658599994)",FRESNO,2009,Children (0-17),58,6019,113.8492247
"93728
(36.758309602000054, -119.81416658599994)",FRESNO,2009,Adults (18+),94,6019,74.04328875
"93730
(36.88876839200003, -119.75639973699998)",FRESNO,2009,All Ages,17,6019,18.7369147
"93730
(36.88876839200003, -119.75639973699998)",FRESNO,2009,Children (0-17),,6019,
"93730
(36.88876839200003, -119.75639973699998)",FRESNO,2009,Adults (18+),,6019,
"93901
(36.66714704200007, -121.65602745199999)",MONTEREY,2009,All Ages,219,6053,81.25632571
"93901
(36.66714704200007, -121.65602745199999)",MONTEREY,2009,Children (0-17),77,6053,119.5885724
"93901
(36.66714704200007, -121.65602745199999)",MONTEREY,2009,Adults (18+),142,6053,67.94625414
"93905
(36.68305845200007, -121.61652700699995)",MONTEREY,2009,All Ages,434,6053,56.20533624
"93905
(36.68305845200007, -121.61652700699995)",MONTEREY,2009,Children (0-17),259,6053,105.9432289
"93905
(36.68305845200007, -121.61652700699995)",MONTEREY,2009,Adults (18+),175,6053,38.93489246
"93906
(36.71093600700004, -121.64316623599996)",MONTEREY,2009,All Ages,349,6053,55.11881162
"93906
(36.71093600700004, -121.64316623599996)",MONTEREY,2009,Children (0-17),172,6053,90.23439889
"93906
(36.71093600700004, -121.64316623599996)",MONTEREY,2009,Adults (18+),177,6053,42.92565787
"93907
(36.75990856400006, -121.66491733299995)",MONTEREY,2009,All Ages,98,6053,44.98616557
"93907
(36.75990856400006, -121.66491733299995)",MONTEREY,2009,Children (0-17),36,6053,65.54403618
"93907
(36.75990856400006, -121.66491733299995)",MONTEREY,2009,Adults (18+),62,6053,37.84787469
"93908
(36.60214576000004, -121.66821953699997)",MONTEREY,2009,All Ages,20,6053,13.11774737
"93908
(36.60214576000004, -121.66821953699997)",MONTEREY,2009,Children (0-17),12,6053,29.93192778
"93908
(36.60214576000004, -121.66821953699997)",MONTEREY,2009,Adults (18+),,6053,
"93926
(36.51734863200005, -121.43902918699996)",MONTEREY,2009,All Ages,22,6053,26.54842763
"93926
(36.51734863200005, -121.43902918699996)",MONTEREY,2009,Children (0-17),,6053,
"93926
(36.51734863200005, -121.43902918699996)",MONTEREY,2009,Adults (18+),13,6053,21.19609
"93927
(36.316426888000024, -121.25823785299997)",MONTEREY,2009,All Ages,58,6053,35.84934783
"93927
(36.316426888000024, -121.25823785299997)",MONTEREY,2009,Children (0-17),29,6053,56.76927762
"93927
(36.316426888000024, -121.25823785299997)",MONTEREY,2009,Adults (18+),29,6053,28.58533954
"93930
(36.20177957300007, -121.13330590999999)",MONTEREY,2009,All Ages,43,6053,30.08492613
"93930
(36.20177957300007, -121.13330590999999)",MONTEREY,2009,Children (0-17),14,6053,32.08541233
"93930
(36.20177957300007, -121.13330590999999)",MONTEREY,2009,Adults (18+),29,6053,29.39029913
"93933
(36.67938692200005, -121.79249972999997)",MONTEREY,2009,All Ages,121,6053,55.65709768
"93933
(36.67938692200005, -121.79249972999997)",MONTEREY,2009,Children (0-17),46,6053,87.31915976
"93933
(36.67938692200005, -121.79249972999997)",MONTEREY,2009,Adults (18+),75,6053,44.66310833
"93940
(36.595667356000035, -121.87999944999996)",MONTEREY,2009,All Ages,77,6053,27.82148533
"93940
(36.595667356000035, -121.87999944999996)",MONTEREY,2009,Children (0-17),33,6053,60.73500827
"93940
(36.595667356000035, -121.87999944999996)",MONTEREY,2009,Adults (18+),44,6053,16.3929523
"93950
(36.61888706600007, -121.92096850699994)",MONTEREY,2009,All Ages,36,6053,28.47996334
"93950
(36.61888706600007, -121.92096850699994)",MONTEREY,2009,Children (0-17),,6053,
"93950
(36.61888706600007, -121.92096850699994)",MONTEREY,2009,Adults (18+),28,6053,24.33807567
"93955
(36.61469848100006, -121.83437689299996)",MONTEREY,2009,All Ages,194,6053,56.0508349
"93955
(36.61469848100006, -121.83437689299996)",MONTEREY,2009,Children (0-17),90,6053,93.21524631
"93955
(36.61469848100006, -121.83437689299996)",MONTEREY,2009,Adults (18+),104,6053,43.14626986
"93960
(36.42770682400004, -121.32677596999997)",MONTEREY,2009,All Ages,42,6053,19.53319989
"93960
(36.42770682400004, -121.32677596999997)",MONTEREY,2009,Children (0-17),22,6053,33.30209717
"93960
(36.42770682400004, -121.32677596999997)",MONTEREY,2009,Adults (18+),20,6053,14.75223807
"94002
(37.51719957300003, -122.28965960399995)",SAN MATEO,2009,All Ages,60,6081,25.23276735
"94002
(37.51719957300003, -122.28965960399995)",SAN MATEO,2009,Children (0-17),16,6081,31.03607127
"94002
(37.51719957300003, -122.28965960399995)",SAN MATEO,2009,Adults (18+),44,6081,23.21769138
"94005
(37.68347858800007, -122.40127844999995)",SAN MATEO,2009,All Ages,17,6081,54.30042073
"94005
(37.68347858800007, -122.40127844999995)",SAN MATEO,2009,Children (0-17),,6081,
"94005
(37.68347858800007, -122.40127844999995)",SAN MATEO,2009,Adults (18+),12,6081,44.75829044
"94010
(37.57928970200004, -122.36111756399998)",SAN MATEO,2009,All Ages,114,6081,29.17662393
"94010
(37.57928970200004, -122.36111756399998)",SAN MATEO,2009,Children (0-17),29,6081,35.97399875
"94010
(37.57928970200004, -122.36111756399998)",SAN MATEO,2009,Adults (18+),85,6081,26.8163776
"94014
(37.698016977000066, -122.45579957899997)",SAN MATEO,2009,All Ages,307,6081,63.90177824
"94014
(37.698016977000066, -122.45579957899997)",SAN MATEO,2009,Children (0-17),85,6081,77.9162332
"94014
(37.698016977000066, -122.45579957899997)",SAN MATEO,2009,Adults (18+),222,6081,59.03555177
"94015
(37.68323961300007, -122.47749853699997)",SAN MATEO,2009,All Ages,339,6081,54.12749422
"94015
(37.68323961300007, -122.47749853699997)",SAN MATEO,2009,Children (0-17),92,6081,70.23021157
"94015
(37.68323961300007, -122.47749853699997)",SAN MATEO,2009,Adults (18+),247,6081,48.53616221
"94019
(37.47008667800003, -122.44360749399999)",SAN MATEO,2009,All Ages,57,6081,32.01304072
"94019
(37.47008667800003, -122.44360749399999)",SAN MATEO,2009,Children (0-17),25,6081,58.47073195
"94019
(37.47008667800003, -122.44360749399999)",SAN MATEO,2009,Adults (18+),32,6081,22.82616035
"94022
(37.379797464000035, -122.12687831799997)",SANTA CLARA,2009,All Ages,14,6085,7.861491654
"94022
(37.379797464000035, -122.12687831799997)",SANTA CLARA,2009,Children (0-17),,6085,
"94022
(37.379797464000035, -122.12687831799997)",SANTA CLARA,2009,Adults (18+),,6085,
"94024
(37.35355797600005, -122.088485849)",SANTA CLARA,2009,All Ages,19,6085,10.28454406
"94024
(37.35355797600005, -122.088485849)",SANTA CLARA,2009,Children (0-17),,6085,
"94024
(37.35355797600005, -122.088485849)",SANTA CLARA,2009,Adults (18+),,6085,
"94025
(37.45085568400003, -122.18339814999996)",SAN MATEO,2009,All Ages,89,6081,22.83399851
"94025
(37.45085568400003, -122.18339814999996)",SAN MATEO,2009,Children (0-17),51,6081,52.30226409
"94025
(37.45085568400003, -122.18339814999996)",SAN MATEO,2009,Adults (18+),38,6081,12.60175911
"94030
(37.60065843900003, -122.40023999399995)",SAN MATEO,2009,All Ages,75,6081,36.51076213
"94030
(37.60065843900003, -122.40023999399995)",SAN MATEO,2009,Children (0-17),19,6081,48.20908962
"94030
(37.60065843900003, -122.40023999399995)",SAN MATEO,2009,Adults (18+),56,6081,32.44876239
"94040
(37.38690589300006, -122.08993708099996)",SANTA CLARA,2009,All Ages,59,6085,19.26449047
"94040
(37.38690589300006, -122.08993708099996)",SANTA CLARA,2009,Children (0-17),17,6085,27.6075102
"94040
(37.38690589300006, -122.08993708099996)",SANTA CLARA,2009,Adults (18+),42,6085,16.3675513
"94041
(37.38970842200007, -122.07877910699995)",SANTA CLARA,2009,All Ages,22,6085,15.62961821
"94041
(37.38970842200007, -122.07877910699995)",SANTA CLARA,2009,Children (0-17),,6085,
"94041
(37.38970842200007, -122.07877910699995)",SANTA CLARA,2009,Adults (18+),19,6085,16.8603784
"94043
(37.40652793800007, -122.07913974299998)",SANTA CLARA,2009,All Ages,70,6085,28.94062407
"94043
(37.40652793800007, -122.07913974299998)",SANTA CLARA,2009,Children (0-17),30,6085,59.94512495
"94043
(37.40652793800007, -122.07913974299998)",SANTA CLARA,2009,Adults (18+),40,6085,18.17495911
"94044
(37.62145798000006, -122.48581922199998)",SAN MATEO,2009,All Ages,192,6081,51.02497066
"94044
(37.62145798000006, -122.48581922199998)",SAN MATEO,2009,Children (0-17),54,6081,69.2484915
"94044
(37.62145798000006, -122.48581922199998)",SAN MATEO,2009,Adults (18+),138,6081,44.69723398
"94061
(37.46579815800004, -122.23106720499999)",SAN MATEO,2009,All Ages,143,6081,40.8417861
"94061
(37.46579815800004, -122.23106720499999)",SAN MATEO,2009,Children (0-17),53,6081,60.53533547
"94061
(37.46579815800004, -122.23106720499999)",SAN MATEO,2009,Adults (18+),90,6081,34.00361258
"94062
(37.45526586500006, -122.26155610799998)",SAN MATEO,2009,All Ages,59,6081,22.97109532
"94062
(37.45526586500006, -122.26155610799998)",SAN MATEO,2009,Children (0-17),13,6081,22.1884904
"94062
(37.45526586500006, -122.26155610799998)",SAN MATEO,2009,Adults (18+),46,6081,23.24283854
"94063
(37.48394724600007, -122.21564677999999)",SAN MATEO,2009,All Ages,221,6081,65.82563842
"94063
(37.48394724600007, -122.21564677999999)",SAN MATEO,2009,Children (0-17),82,6081,82.13526012
"94063
(37.48394724600007, -122.21564677999999)",SAN MATEO,2009,Adults (18+),139,6081,60.16246324
"94065
(37.53371928400003, -122.24920760299995)",SAN MATEO,2009,All Ages,21,6081,18.59920454
"94065
(37.53371928400003, -122.24920760299995)",SAN MATEO,2009,Children (0-17),,6081,
"94065
(37.53371928400003, -122.24920760299995)",SAN MATEO,2009,Adults (18+),,6081,
"94066
(37.624847084000066, -122.42680970299995)",SAN MATEO,2009,All Ages,221,6081,54.3237035
"94066
(37.624847084000066, -122.42680970299995)",SAN MATEO,2009,Children (0-17),70,6081,77.15887126
"94066
(37.624847084000066, -122.42680970299995)",SAN MATEO,2009,Adults (18+),151,6081,46.39466874
"94070
(37.50060599700004, -122.26432822199996)",SAN MATEO,2009,All Ages,69,6081,24.24119032
"94070
(37.50060599700004, -122.26432822199996)",SAN MATEO,2009,Children (0-17),28,6081,40.32385227
"94070
(37.50060599700004, -122.26432822199996)",SAN MATEO,2009,Adults (18+),41,6081,18.6568221
"94080
(37.655727038000066, -122.42803933899995)",SAN MATEO,2009,All Ages,365,6081,57.07165746
"94080
(37.655727038000066, -122.42803933899995)",SAN MATEO,2009,Children (0-17),103,6081,69.80033279
"94080
(37.655727038000066, -122.42803933899995)",SAN MATEO,2009,Adults (18+),262,6081,52.65189108
"94085
(37.38915660600003, -122.01747976999997)",SANTA CLARA,2009,All Ages,71,6085,36.13459483
"94085
(37.38915660600003, -122.01747976999997)",SANTA CLARA,2009,Children (0-17),25,6085,46.02588325
"94085
(37.38915660600003, -122.01747976999997)",SANTA CLARA,2009,Adults (18+),46,6085,32.70005178
"94086
(37.37115959300007, -122.02764708199999)",SANTA CLARA,2009,All Ages,104,6085,23.3439508
"94086
(37.37115959300007, -122.02764708199999)",SANTA CLARA,2009,Children (0-17),39,6085,38.27274489
"94086
(37.37115959300007, -122.02764708199999)",SANTA CLARA,2009,Adults (18+),65,6085,18.16023911
"94087
(37.35053819700005, -122.03548981699998)",SANTA CLARA,2009,All Ages,63,6085,11.97189575
"94087
(37.35053819700005, -122.03548981699998)",SANTA CLARA,2009,Children (0-17),25,6085,20.1509888
"94087
(37.35053819700005, -122.03548981699998)",SANTA CLARA,2009,Adults (18+),38,6085,9.131876607
"94089
(37.403147524000076, -122.00556576399998)",SANTA CLARA,2009,All Ages,47,6085,26.44082999
"94089
(37.403147524000076, -122.00556576399998)",SANTA CLARA,2009,Children (0-17),17,6085,42.75511974
"94089
(37.403147524000076, -122.00556576399998)",SANTA CLARA,2009,Adults (18+),30,6085,20.77603379
"94102
(37.78045911100003, -122.41763739599998)",SAN FRANCISCO,2009,All Ages,238,6075,72.04402279
"94102
(37.78045911100003, -122.41763739599998)",SAN FRANCISCO,2009,Children (0-17),20,6075,57.62201581
"94102
(37.78045911100003, -122.41763739599998)",SAN FRANCISCO,2009,Adults (18+),218,6075,77.05176345
"94103
(37.774467349000076, -122.41241904399999)",SAN FRANCISCO,2009,All Ages,159,6075,61.7236605
"94103
(37.774467349000076, -122.41241904399999)",SAN FRANCISCO,2009,Children (0-17),18,6075,56.84959303
"94103
(37.774467349000076, -122.41241904399999)",SAN FRANCISCO,2009,Adults (18+),141,6075,63.41607871
"94107
(37.766815794000024, -122.39533882799998)",SAN FRANCISCO,2009,All Ages,69,6075,45.61514224
"94107
(37.766815794000024, -122.39533882799998)",SAN FRANCISCO,2009,Children (0-17),21,6075,89.1937571
"94107
(37.766815794000024, -122.39533882799998)",SAN FRANCISCO,2009,Adults (18+),48,6075,30.48337909
"94108
(37.79151715000006, -122.40742663299994)",SAN FRANCISCO,2009,All Ages,36,6075,27.13911064
"94108
(37.79151715000006, -122.40742663299994)",SAN FRANCISCO,2009,Children (0-17),,6075,
"94108
(37.79151715000006, -122.40742663299994)",SAN FRANCISCO,2009,Adults (18+),32,6075,24.92227488
"94109
(37.79153887500007, -122.42004887399997)",SAN FRANCISCO,2009,All Ages,222,6075,49.21881336
"94109
(37.79153887500007, -122.42004887399997)",SAN FRANCISCO,2009,Children (0-17),25,6075,65.36757519
"94109
(37.79153887500007, -122.42004887399997)",SAN FRANCISCO,2009,Adults (18+),197,6075,43.61149344
"94110
(37.75278577100005, -122.41730717599995)",SAN FRANCISCO,2009,All Ages,385,6075,60.35108641
"94110
(37.75278577100005, -122.41730717599995)",SAN FRANCISCO,2009,Children (0-17),114,6075,87.73474054
"94110
(37.75278577100005, -122.41730717599995)",SAN FRANCISCO,2009,Adults (18+),271,6075,50.84268486
"94111
(37.79591864100007, -122.39981852799997)",SAN FRANCISCO,2009,All Ages,25,6075,44.12149878
"94111
(37.79591864100007, -122.39981852799997)",SAN FRANCISCO,2009,Children (0-17),,6075,
"94111
(37.79591864100007, -122.39981852799997)",SAN FRANCISCO,2009,Adults (18+),25,6075,59.4417671
"94112
(37.72051976000006, -122.44326858299996)",SAN FRANCISCO,2009,All Ages,354,6075,49.16934836
"94112
(37.72051976000006, -122.44326858299996)",SAN FRANCISCO,2009,Children (0-17),126,6075,82.10611274
"94112
(37.72051976000006, -122.44326858299996)",SAN FRANCISCO,2009,Adults (18+),228,6075,37.73274517
"94114
(37.75940756000006, -122.43479582299994)",SAN FRANCISCO,2009,All Ages,67,6075,25.1098095
"94114
(37.75940756000006, -122.43479582299994)",SAN FRANCISCO,2009,Children (0-17),,6075,
"94114
(37.75940756000006, -122.43479582299994)",SAN FRANCISCO,2009,Adults (18+),59,6075,22.98137705
"94115
(37.78579912300006, -122.43597766399995)",SAN FRANCISCO,2009,All Ages,171,6075,66.89289829
"94115
(37.78579912300006, -122.43597766399995)",SAN FRANCISCO,2009,Children (0-17),34,6075,102.4217786
"94115
(37.78579912300006, -122.43597766399995)",SAN FRANCISCO,2009,Adults (18+),137,6075,54.55623736
"94116
(37.74367864000004, -122.48640579799996)",SAN FRANCISCO,2009,All Ages,85,6075,23.55664091
"94116
(37.74367864000004, -122.48640579799996)",SAN FRANCISCO,2009,Children (0-17),37,6075,53.67474952
"94116
(37.74367864000004, -122.48640579799996)",SAN FRANCISCO,2009,Adults (18+),48,6075,13.0987571
"94117
(37.77147798500005, -122.44243868699999)",SAN FRANCISCO,2009,All Ages,122,6075,43.90074836
"94117
(37.77147798500005, -122.44243868699999)",SAN FRANCISCO,2009,Children (0-17),24,6075,78.35544121
"94117
(37.77147798500005, -122.44243868699999)",SAN FRANCISCO,2009,Adults (18+),98,6075,31.93707628
"94118
(37.78203634800008, -122.46013589499995)",SAN FRANCISCO,2009,All Ages,71,6075,24.40056958
"94118
(37.78203634800008, -122.46013589499995)",SAN FRANCISCO,2009,Children (0-17),30,6075,58.3230329
"94118
(37.78203634800008, -122.46013589499995)",SAN FRANCISCO,2009,Adults (18+),41,6075,12.62170309
"94121
(37.77929899500003, -122.48994697799998)",SAN FRANCISCO,2009,All Ages,94,6075,28.54046342
"94121
(37.77929899500003, -122.48994697799998)",SAN FRANCISCO,2009,Children (0-17),42,6075,70.58570955
"94121
(37.77929899500003, -122.48994697799998)",SAN FRANCISCO,2009,Adults (18+),52,6075,13.9411303
"94122
(37.76073713100004, -122.48127869199999)",SAN FRANCISCO,2009,All Ages,129,6075,25.93825301
"94122
(37.76073713100004, -122.48127869199999)",SAN FRANCISCO,2009,Children (0-17),35,6075,42.54579387
"94122
(37.76073713100004, -122.48127869199999)",SAN FRANCISCO,2009,Adults (18+),94,6075,20.17163151
"94123
(37.80000729100004, -122.43517818299995)",SAN FRANCISCO,2009,All Ages,25,6075,17.49768266
"94123
(37.80000729100004, -122.43517818299995)",SAN FRANCISCO,2009,Children (0-17),,6075,
"94123
(37.80000729100004, -122.43517818299995)",SAN FRANCISCO,2009,Adults (18+),18,6075,7.129015575
"94124
(37.73270750100005, -122.39044635199997)",SAN FRANCISCO,2009,All Ages,381,6075,113.7397563
"94124
(37.73270750100005, -122.39044635199997)",SAN FRANCISCO,2009,Children (0-17),132,6075,146.5083346
"94124
(37.73270750100005, -122.39044635199997)",SAN FRANCISCO,2009,Adults (18+),249,6075,102.3615524
"94127
(37.73487565800008, -122.46002726999996)",SAN FRANCISCO,2009,All Ages,43,6075,32.52934591
"94127
(37.73487565800008, -122.46002726999996)",SAN FRANCISCO,2009,Children (0-17),18,6075,55.23899883
"94127
(37.73487565800008, -122.46002726999996)",SAN FRANCISCO,2009,Adults (18+),25,6075,24.64389355
"94130
(37.82460871200004, -122.37306632999997)",SAN FRANCISCO,2009,All Ages,37,6075,228.9575195
"94130
(37.82460871200004, -122.37306632999997)",SAN FRANCISCO,2009,Children (0-17),,6075,
"94130
(37.82460871200004, -122.37306632999997)",SAN FRANCISCO,2009,Adults (18+),27,6075,198.5338397
"94131
(37.74528629200006, -122.44016624999995)",SAN FRANCISCO,2009,All Ages,80,6075,31.07265998
"94131
(37.74528629200006, -122.44016624999995)",SAN FRANCISCO,2009,Children (0-17),16,6075,41.60407237
"94131
(37.74528629200006, -122.44016624999995)",SAN FRANCISCO,2009,Adults (18+),64,6075,27.41584714
"94132
(37.72184933200003, -122.48171753699995)",SAN FRANCISCO,2009,All Ages,77,6075,26.62942605
"94132
(37.72184933200003, -122.48171753699995)",SAN FRANCISCO,2009,Children (0-17),14,6075,32.80969417
"94132
(37.72184933200003, -122.48171753699995)",SAN FRANCISCO,2009,Adults (18+),63,6075,24.4834572
"94133
(37.80073725200003, -122.41090698299996)",SAN FRANCISCO,2009,All Ages,70,6075,29.86214865
"94133
(37.80073725200003, -122.41090698299996)",SAN FRANCISCO,2009,Children (0-17),13,6075,49.88159387
"94133
(37.80073725200003, -122.41090698299996)",SAN FRANCISCO,2009,Adults (18+),57,6075,22.91081474
"94134
(37.71924667400003, -122.40893869499996)",SAN FRANCISCO,2009,All Ages,266,6075,63.68355253
"94134
(37.71924667400003, -122.40893869499996)",SAN FRANCISCO,2009,Children (0-17),103,6075,107.3726069
"94134
(37.71924667400003, -122.40893869499996)",SAN FRANCISCO,2009,Adults (18+),163,6075,48.51344144
"94301
(37.44510724200006, -122.15400853199998)",SANTA CLARA,2009,All Ages,13,6085,7.773404976
"94301
(37.44510724200006, -122.15400853199998)",SANTA CLARA,2009,Children (0-17),,6085,
"94301
(37.44510724200006, -122.15400853199998)",SANTA CLARA,2009,Adults (18+),,6085,
"94303
(37.45065581400007, -122.12895957599994)",SANTA CLARA,2009,All Ages,276,6085,55.32057499
"94303
(37.45065581400007, -122.12895957599994)",SANTA CLARA,2009,Children (0-17),134,6085,92.01394197
"94303
(37.45065581400007, -122.12895957599994)",SANTA CLARA,2009,Adults (18+),142,6085,42.57957011
"94306
(37.41965854400007, -122.13167954899995)",SANTA CLARA,2009,All Ages,28,6085,13.00733051
"94306
(37.41965854400007, -122.13167954899995)",SANTA CLARA,2009,Children (0-17),,6085,
"94306
(37.41965854400007, -122.13167954899995)",SANTA CLARA,2009,Adults (18+),17,6085,8.845512691
"94401
(37.57200747200005, -122.324145913)",SAN MATEO,2009,All Ages,180,6081,56.48647566
"94401
(37.57200747200005, -122.324145913)",SAN MATEO,2009,Children (0-17),72,6081,100.7458542
"94401
(37.57200747200005, -122.324145913)",SAN MATEO,2009,Adults (18+),108,6081,41.11833134
"94402
(37.55334567400007, -122.32345940199997)",SAN MATEO,2009,All Ages,61,6081,25.06662557
"94402
(37.55334567400007, -122.32345940199997)",SAN MATEO,2009,Children (0-17),16,6081,32.09369682
"94402
(37.55334567400007, -122.32345940199997)",SAN MATEO,2009,Adults (18+),45,6081,22.62662199
"94403
(37.53879859500006, -122.30071764299998)",SAN MATEO,2009,All Ages,156,6081,40.21637065
"94403
(37.53879859500006, -122.30071764299998)",SAN MATEO,2009,Children (0-17),46,6081,55.75470974
"94403
(37.53879859500006, -122.30071764299998)",SAN MATEO,2009,Adults (18+),110,6081,34.82100709
"94404
(37.55414950000005, -122.26873840299999)",SAN MATEO,2009,All Ages,67,6081,21.37156619
"94404
(37.55414950000005, -122.26873840299999)",SAN MATEO,2009,Children (0-17),22,6081,34.54906855
"94404
(37.55414950000005, -122.26873840299999)",SAN MATEO,2009,Adults (18+),45,6081,16.79595384
"94501
(37.76955749200005, -122.26050896199996)",ALAMEDA,2009,All Ages,321,6001,59.5559368
"94501
(37.76955749200005, -122.26050896199996)",ALAMEDA,2009,Children (0-17),132,6001,116.268397
"94501
(37.76955749200005, -122.26050896199996)",ALAMEDA,2009,Adults (18+),189,6001,39.86372018
"94502
(37.735835905000044, -122.24312893999996)",ALAMEDA,2009,All Ages,37,6001,30.0400108
"94502
(37.735835905000044, -122.24312893999996)",ALAMEDA,2009,Children (0-17),20,6001,65.03355594
"94502
(37.735835905000044, -122.24312893999996)",ALAMEDA,2009,Adults (18+),17,6001,17.88923353
"94503
(38.171466156000065, -122.25323976799996)",NAPA,2009,All Ages,103,6055,69.92697846
"94503
(38.171466156000065, -122.25323976799996)",NAPA,2009,Children (0-17),33,6055,89.74965999
"94503
(38.171466156000065, -122.25323976799996)",NAPA,2009,Adults (18+),70,6055,63.04396648
"94505
(37.90305778600003, -121.60858868199995)",CONTRA COSTA,2009,All Ages,36,6013,28.38967069
"94505
(37.90305778600003, -121.60858868199995)",CONTRA COSTA,2009,Children (0-17),14,6013,40.09857703
"94505
(37.90305778600003, -121.60858868199995)",CONTRA COSTA,2009,Adults (18+),22,6013,24.32399765
"94506
(37.806038159000025, -121.911609366)",CONTRA COSTA,2009,All Ages,44,6013,17.9192577
"94506
(37.806038159000025, -121.911609366)",CONTRA COSTA,2009,Children (0-17),19,6013,25.03782119
"94506
(37.806038159000025, -121.911609366)",CONTRA COSTA,2009,Adults (18+),25,6013,15.44748537
"94507
(37.85451973000005, -122.01965661699995)",CONTRA COSTA,2009,All Ages,34,6013,23.68177076
"94507
(37.85451973000005, -122.01965661699995)",CONTRA COSTA,2009,Children (0-17),17,6013,44.90338719
"94507
(37.85451973000005, -122.01965661699995)",CONTRA COSTA,2009,Adults (18+),17,6013,16.31300789
"94509
(37.99941697300005, -121.81340789599994)",CONTRA COSTA,2009,All Ages,884,6013,135.0237357
"94509
(37.99941697300005, -121.81340789599994)",CONTRA COSTA,2009,Children (0-17),280,6013,151.1622609
"94509
(37.99941697300005, -121.81340789599994)",CONTRA COSTA,2009,Adults (18+),604,6013,129.4199703
"94510
(38.064235765000035, -122.15632876499996)",SOLANO,2009,All Ages,85,6095,32.3398273
"94510
(38.064235765000035, -122.15632876499996)",SOLANO,2009,Children (0-17),35,6095,55.31831706
"94510
(38.064235765000035, -122.15632876499996)",SOLANO,2009,Adults (18+),50,6095,24.36102693
"94513
(37.93550628700007, -121.70690746599996)",CONTRA COSTA,2009,All Ages,296,6013,53.47214258
"94513
(37.93550628700007, -121.70690746599996)",CONTRA COSTA,2009,Children (0-17),123,6013,64.44913133
"94513
(37.93550628700007, -121.70690746599996)",CONTRA COSTA,2009,Adults (18+),173,6013,49.66061279
"94514
(37.85872569500003, -121.63063958499998)",CONTRA COSTA,2009,All Ages,26,6013,213.3196592
"94514
(37.85872569500003, -121.63063958499998)",CONTRA COSTA,2009,Children (0-17),,6013,
"94514
(37.85872569500003, -121.63063958499998)",CONTRA COSTA,2009,Adults (18+),19,6013,213.6591875
"94517
(37.93184779300003, -121.92248925899997)",CONTRA COSTA,2009,All Ages,37,6013,27.86241289
"94517
(37.93184779300003, -121.92248925899997)",CONTRA COSTA,2009,Children (0-17),13,6013,37.18226143
"94517
(37.93184779300003, -121.92248925899997)",CONTRA COSTA,2009,Adults (18+),24,6013,24.6262904
"94518
(37.951617568000074, -122.02762970199996)",CONTRA COSTA,2009,All Ages,181,6013,64.38801887
"94518
(37.951617568000074, -122.02762970199996)",CONTRA COSTA,2009,Children (0-17),45,6013,72.14493863
"94518
(37.951617568000074, -122.02762970199996)",CONTRA COSTA,2009,Adults (18+),136,6013,61.6945907
"94519
(37.98214992100003, -122.01354753999999)",CONTRA COSTA,2009,All Ages,148,6013,76.2048889
"94519
(37.98214992100003, -122.01354753999999)",CONTRA COSTA,2009,Children (0-17),42,6013,87.10333833
"94519
(37.98214992100003, -122.01354753999999)",CONTRA COSTA,2009,Adults (18+),106,6013,72.42063026
"94520
(37.97788747100003, -122.04099928399995)",CONTRA COSTA,2009,All Ages,395,6013,99.06027485
"94520
(37.97788747100003, -122.04099928399995)",CONTRA COSTA,2009,Children (0-17),118,6013,108.583416
"94520
(37.97788747100003, -122.04099928399995)",CONTRA COSTA,2009,Adults (18+),277,6013,95.75356314
"94521
(37.95856957700005, -121.97575902699998)",CONTRA COSTA,2009,All Ages,189,6013,44.78611301
"94521
(37.95856957700005, -121.97575902699998)",CONTRA COSTA,2009,Children (0-17),62,6013,63.05117954
"94521
(37.95856957700005, -121.97575902699998)",CONTRA COSTA,2009,Adults (18+),127,6013,38.44395038
"94523
(37.95340771000008, -122.07119707299995)",CONTRA COSTA,2009,All Ages,142,6013,41.19282019
"94523
(37.95340771000008, -122.07119707299995)",CONTRA COSTA,2009,Children (0-17),38,6013,55.70316562
